y,x1,x2,x3
10.88019944,2,10,10
6.35377767,3,1,1
6.823505314,3,1,2
7.289405704,3,1,3
7.751517623,3,1,4
8.209895155,3,1,5
8.664607469,3,1,6
9.115738549,3,1,7
9.563386858,3,1,8
10.00766495,3,1,9
10.44869904,3,1,10
5.886628476,3,2,1
6.321605216,3,2,2
6.753793218,3,2,3
7.183367793,3,2,4
7.610514916,3,2,5
8.035430487,3,2,6
8.458319563,3,2,7
8.879395545,3,2,8
9.29887934,3,2,9
9.716998483,3,2,10
5.133986246,3,3,1
5.550080711,3,3,2
5.965523837,3,3,3
6.380560498,3,3,4
6.795437522,3,3,5
7.210402714,3,3,6
7.62570388,3,3,7
8.041587847,3,3,8
8.458299491,3,3,9
8.876080769,3,3,10
4.295169764,3,4,1
4.715799746,3,4,2
5.138198254,3,4,3
5.562586191,3,4,4
5.98917696,3,4,5
6.418175618,3,4,6
6.849778065,3,4,7
7.284170275,3,4,8
7.72152756,3,4,9
8.162013876,3,4,10
3.605781182,3,5,1
4.052968832,3,5,2
4.503703033,3,5,3
4.958096341,3,5,4
5.41624722,3,5,5
5.878239654,3,5,6
6.344142811,3,5,7
6.814010775,3,5,8
7.287882331,3,5,9
7.765780811,3,5,10
3.247714002,3,6,1
3.733674118,3,6,2
4.223637825,3,6,3
4.717566339,3,6,4
5.215405577,3,6,5
5.717086369,3,6,6
6.222524732,3,6,7
6.731622203,3,6,8
7.244266224,3,6,9
7.76033059,3,6,10
3.279675944,3,7,1
3.802150331,3,7,2
4.327589792,3,7,3
4.855819017,3,7,4
5.386652031,3,7,5
5.919892933,3,7,6
6.455336667,3,7,7
6.992769831,3,7,8
7.531971519,3,7,9
8.072714196,3,7,10
3.614764589,3,8,1
4.157884617,3,8,2
4.701832321,3,8,3
5.246362826,3,8,4
5.791229305,3,8,5
6.336183953,3,8,6
6.880978963,3,8,7
7.425367509,3,8,8
7.969104715,3,8,9
8.511948623,3,8,10
4.053661151,3,9,1
4.594009028,3,9,2
5.132764717,3,9,3
5.669707313,3,9,4
6.204623413,3,9,5
6.737307962,3,9,6
7.267565058,3,9,7
7.795208727,3,9,8
8.320063659,3,9,9
8.841965895,3,9,10
4.360763479,3,10,1
4.876317055,3,10,2
5.388500417,3,10,3
5.897201009,3,10,4
6.402320365,3,10,5
6.903774505,3,10,6
7.401494257,3,10,7
7.895425539,3,10,8
8.385529566,3,10,9
8.871783005,3,10,10
4.35417807,4,1,1
4.832722548,4,1,2
5.30743977,4,1,3
5.778368522,4,1,4
6.245562886,4,1,5
6.709092034,4,1,6
7.169039947,4,1,7
7.625505089,4,1,8
8.078600017,4,1,9
8.528450937,4,1,10
3.975197205,4,2,1
4.418990778,4,2,2
4.859995613,4,2,3
5.298387021,4,2,4
5.734350976,4,2,5
6.16808338,4,2,6
6.599789289,4,2,7
7.029682104,4,2,8
7.457982732,4,2,9
7.884918708,4,2,10
3.310723303,4,3,1
3.735634602,4,3,2
4.15989456,4,3,3
4.583748054,4,3,4
5.007441911,4,3,5
5.431223936,4,3,6
5.855341935,4,3,7
6.280042735,4,3,8
6.705571212,4,3,9
7.132169322,4,3,10
2.56007515,4,4,1
2.989521966,4,4,2
3.420737306,4,4,3
3.853942076,4,4,4
4.289349678,4,4,5
4.727165169,4,4,6
5.167584448,4,4,7
5.610793491,4,4,8
6.056967609,4,4,9
6.506270758,4,4,10
1.958854897,4,5,1
2.41485938,4,5,2
2.874410413,4,5,3
3.337620554,4,5,4
3.804588267,4,5,5
4.275397533,4,5,6
4.750117523,4,5,7
5.22880232,4,5,8
5.711490709,4,5,9
6.198206022,4,5,10
1.688956046,4,6,1
2.183732994,4,6,2
2.682513534,4,6,3
3.185258881,4,6,4
3.691914952,4,6,5
4.202412577,4,6,6
4.716667773,4,6,7
5.234582076,4,6,8
5.75604293,4,6,9
6.280924129,4,6,10
1.809086317,4,7,1
2.340377536,4,7,2
2.874633831,4,7,3
3.411679888,4,7,4
3.951329734,4,7,5
4.493387469,4,7,6
5.037648036,4,7,7
5.583898033,4,7,8
6.131916555,4,7,9
6.681476064,4,7,10
2.23234329,4,8,1
2.78428015,4,8,2
3.337044687,4,8,3
3.890392026,4,8,4
4.444075338,4,8,5
4.997846818,4,8,6
5.551458662,4,8,7
6.10466404,4,8,8
6.657218079,4,8,9
7.20887882,4,8,10
2.759408181,4,9,1
3.308572891,4,9,2
3.856145413,4,9,3
4.401904841,4,9,4
4.945637774,4,9,5
5.487139156,4,9,6
6.026213085,4,9,7
6.562673587,4,9,8
7.096345351,4,9,9
7.627064421,4,9,10
3.154678838,4,10,1
3.679049246,4,10,2
4.200049441,4,10,3
4.717566865,4,10,4
5.231503055,4,10,5
5.741774027,4,10,6
6.248310613,4,10,7
6.751058728,4,10,8
7.249979587,4,10,9
7.745049859,4,10,10
3.236261757,5,1,1
3.723623067,5,1,2
4.207157123,5,1,3
4.686902707,5,1,4
5.162913905,5,1,5
5.635259885,5,1,6
6.104024631,5,1,7
6.569306606,5,1,8
7.031218367,5,1,9
7.48988612,5,1,10
2.945449221,5,2,1
3.398059626,5,2,2
3.847881294,5,2,3
4.295089535,5,2,4
4.739870323,5,2,5
5.18241956,5,2,6
5.622942302,5,2,7
6.06165195,5,2,8
6.49876941,5,2,9
6.934522219,5,2,10
2.369143648,5,3,1
2.802871779,5,3,2
3.23594857,5,3,3
3.668618897,5,3,4
4.101129587,5,3,5
4.533728444,5,3,6
4.966663276,5,3,7
5.400180909,5,3,8
5.834526219,5,3,9
6.269941162,5,3,10
1.706663823,5,4,1
2.144927471,5,4,2
2.584959644,5,4,3
3.026981248,5,4,4
3.471205683,5,4,5
3.917838006,5,4,6
4.367074119,5,4,7
4.819099994,5,4,8
5.274090945,5,4,9
5.732210927,5,4,10
1.193611898,5,5,1
1.658433214,5,5,2
2.126801081,5,5,3
2.598828055,5,5,4
3.0746126,5,5,5
3.554238699,5,5,6
4.037775521,5,5,7
4.525277151,5,5,8
5.016782373,5,5,9
5.512314519,5,5,10
1.011881376,5,6,1
1.515475157,5,6,2
2.02307253,5,6,3
2.53463471,5,6,4
3.050107614,5,6,5
3.569422071,5,6,6
4.0924941,5,6,7
4.619225237,5,6,8
5.149502923,5,6,9
5.683200955,5,6,10
1.220179975,5,7,1
1.760288028,5,7,2
2.303361155,5,7,3
2.849224045,5,7,4
3.397690725,5,7,5
3.948565292,5,7,6
4.501642692,5,7,7
5.056709522,5,7,8
5.613544876,5,7,9
6.171921218,5,7,10
1.731605278,5,8,1
2.292358971,5,8,2
2.853940341,5,8,3
3.416104512,5,8,4
3.978604657,5,8,5
4.54119297,5,8,6
5.103621646,5,8,7
5.665643858,5,8,8
6.227014729,5,8,9
6.787492303,5,8,10
2.346838497,5,9,1
2.90482004,5,9,2
3.461209394,5,9,3
4.015785656,5,9,4
4.568335422,5,9,5
5.118653636,5,9,6
5.666544398,5,9,7
6.211821733,5,9,8
6.75431033,5,9,9
7.293846232,5,9,10
2.830277482,5,10,1
3.363464724,5,10,2
3.893281752,5,10,3
4.419616009,5,10,4
4.942369031,5,10,5
5.461456836,5,10,6
5.976810255,5,10,7
6.488375202,5,10,8
6.996112895,5,10,9
7.5,5,10,10
3.00002873,6,1,1
3.496206874,6,1,2
3.988557762,6,1,3
4.477120179,6,1,4
4.96194821,6,1,5
5.443111023,6,1,6
5.920692601,6,1,7
6.394791409,6,1,8
6.865520003,6,1,9
7.333004589,6,1,10
2.797384523,6,2,1
3.258811761,6,2,2
3.717450262,6,2,3
4.173475336,6,2,4
4.627072957,6,2,5
5.078439026,6,2,6
5.527778601,6,2,7
5.975305082,6,2,8
6.421239375,6,2,9
6.865809017,6,2,10
2.309247278,6,3,1
2.751792243,6,3,2
3.193685867,6,3,3
3.635173026,6,3,4
4.076500549,6,3,5
4.517916239,6,3,6
4.959667904,6,3,7
5.40200237,6,3,8
5.845164512,6,3,9
6.289396289,6,3,10
1.734935782,6,4,1
2.182016264,6,4,2
2.630865269,6,4,3
3.081703705,6,4,4
3.534744973,6,4,5
3.990194129,6,4,6
4.448247075,6,4,7
4.909089784,6,4,8
5.372897567,6,4,9
5.839834382,6,4,10
1.310052186,6,5,1
1.783690335,6,5,2
2.260875034,6,5,3
2.741718841,6,5,4
3.226320219,6,5,5
3.714763151,6,5,6
4.207116807,6,5,7
4.703435269,6,5,8
5.203757324,6,5,9
5.708106303,6,5,10
1.216489993,6,6,1
1.728900607,6,6,2
2.245314812,6,6,3
2.765693825,6,6,4
3.289983562,6,6,5
3.818114852,6,6,6
4.350003714,6,6,7
4.885551683,6,6,8
5.424646203,6,6,9
5.967161067,6,6,10
1.512956921,6,7,1
2.061881806,6,7,2
2.613771766,6,7,3
3.168451489,6,7,4
3.725735001,6,7,5
4.285426402,6,7,6
4.847320635,6,7,7
5.411204297,6,7,8
5.976856484,6,7,9
6.544049659,6,7,10
2.112550552,6,8,1
2.682121078,6,8,2
3.25251928,6,8,3
3.823500284,6,8,4
4.394817262,6,8,5
4.966222408,6,8,6
5.537467917,6,8,7
6.108306962,6,8,8
6.678494666,6,8,9
7.247789073,6,8,10
2.8159521,6,9,1
3.382750475,6,9,2
3.947956663,6,9,3
4.511349757,6,9,4
5.072716356,6,9,5
5.631851403,6,9,6
6.188558998,6,9,7
6.742653166,6,9,8
7.293958596,6,9,9
7.842311331,6,9,10
3.387559414,6,10,1
3.929563488,6,10,2
4.468197349,6,10,3
5.003348439,6,10,4
5.534918294,6,10,5
6.062822932,6,10,6
6.586993183,6,10,7
7.107374964,6,10,8
7.623929489,6,10,9
8.136633427,6,10,10
3.64547899,7,1,1
4.150473966,7,1,2
4.651641687,7,1,3
5.149020938,7,1,4
5.642665801,7,1,5
6.132645447,7,1,6
6.619043858,7,1,7
7.101959499,7,1,8
7.581504926,7,1,9
8.057806345,7,1,10
3.531003111,7,2,1
4.001247183,7,2,2
4.468702516,7,2,3
4.933544423,7,2,4
5.395958877,7,2,5
5.856141779,7,2,6
6.314298187,7,2,7
6.7706415,7,2,8
7.225392626,7,2,9
7.678779101,7,2,10
3.131034195,7,3,1
3.582395993,7,3,2
4.03310645,7,3,3
4.483410442,7,3,4
4.933554797,7,3,5
5.383787321,7,3,6
5.834355818,7,3,7
6.285507117,7,3,8
6.737486092,7,3,9
7.190534702,7,3,10
2.644891028,7,4,1
3.100788342,7,4,2
3.558454181,7,4,3
4.01810945,7,4,4
4.479967551,7,4,5
4.94423354,7,4,6
5.411103318,7,4,7
5.88076286,7,4,8
6.353387476,7,4,9
6.829141124,7,4,10
2.308175761,7,5,1
2.790630742,7,5,2
3.276632275,7,5,3
3.766292914,7,5,4
4.259711125,7,5,5
4.75697089,7,5,6
5.258141378,7,5,7
5.763276674,7,5,8
6.272415562,7,5,9
6.785581373,7,5,10
2.302781896,7,6,1
2.824009343,7,6,2
3.349240381,7,6,3
3.878436227,7,6,4
4.411542796,7,6,5
4.94849092,7,6,6
5.489196614,7,6,7
6.033561417,7,6,8
6.581472769,7,6,9
7.132804466,7,6,10
2.687417153,7,7,1
3.245158871,7,7,2
3.805865664,7,7,3
4.369362219,7,7,4
4.935462565,7,7,5
5.503970798,7,7,6
6.074681864,7,7,7
6.647382359,7,7,8
7.221851379,7,7,9
7.797861387,7,7,10
3.375179112,7,8,1
3.953566471,7,8,2
4.532781506,7,8,3
5.112579343,7,8,4
5.692713154,7,8,5
6.272935133,7,8,6
6.852997475,7,8,7
7.432653352,7,8,8
8.011657889,7,8,9
8.589769129,7,8,10
4.166748989,7,9,1
4.742364197,7,9,2
5.316387217,7,9,3
5.888597144,7,9,4
6.458780576,7,9,5
7.026732457,7,9,6
7.592256884,7,9,7
8.155167885,7,9,8
8.715290148,7,9,9
9.272459716,7,9,10
4.826524631,7,10,1
5.377345539,7,10,2
5.924796232,7,10,3
6.468764155,7,10,4
7.009150843,7,10,5
7.545872314,7,10,6
8.078859398,7,10,7
8.608058011,7,10,8
9.13342937,7,10,9
9.654950141,7,10,10
5.172612537,8,1,1
5.686424346,8,1,2
6.196408899,8,1,3
6.702604983,8,1,4
7.205066679,8,1,5
7.703863158,8,1,6
8.199078402,8,1,7
8.690810876,8,1,8
9.179173135,8,1,9
9.664291387,8,1,10
5.146304986,8,2,1
5.62536589,8,2,2
6.101638057,8,2,3
6.575296796,8,2,4
7.046528083,8,2,5
7.515527819,8,2,6
7.982501059,8,2,7
8.447661206,8,2,8
8.911229164,8,2,9
9.373432472,8,2,10
4.834504399,8,3,1
5.294683029,8,3,2
5.754210319,8,3,3
6.213331144,8,3,4
6.672292332,8,3,5
7.131341689,8,3,6
7.590727019,8,3,7
8.050695151,8,3,8
8.511490959,8,3,9
8.973356401,8,3,10
4.43652956,8,4,1
4.901243707,8,4,2
5.367726379,8,4,3
5.836198481,8,4,4
6.306873414,8,4,5
6.779956236,8,4,6
7.255642848,8,4,7
7.734119222,8,4,8
8.215560671,8,4,9
8.700131152,8,4,10
4.187982622,8,5,1
4.679254436,8,5,2
5.174072801,8,5,3
5.672550274,8,5,4
6.174785318,8,5,5
6.680861915,8,5,6
7.190849236,8,5,7
7.704801365,8,5,8
8.222757085,8,5,9
8.74473973,8,5,10
4.270757085,8,6,1
4.800801365,8,6,2
5.334849236,8,6,3
5.872861915,8,6,4
6.414785318,8,6,5
6.960550274,8,6,6
7.510072801,8,6,7
8.063254436,8,6,8
8.619982622,8,6,9
9.180131152,8,6,10
4.743560671,8,7,1
5.310119222,8,7,2
5.879642848,8,7,3
6.451956236,8,7,4
7.026873414,8,7,5
7.604198481,8,7,6
8.183726379,8,7,7
8.765243707,8,7,8
9.34852956,8,7,9
9.933356401,8,7,10
5.519490959,8,8,1
6.106695151,8,8,2
6.694727019,8,8,3
7.283341689,8,8,4
7.872292332,8,8,5
8.461331144,8,8,6
9.050210319,8,8,7
9.638683029,8,8,8
10.2265044,8,8,9
10.81343247,8,8,10
6.399229164,8,9,1
6.983661206,8,9,2
7.566501059,8,9,3
8.147527819,8,9,4
8.726528083,8,9,5
9.303296796,8,9,6
9.877638057,8,9,7
10.44936589,8,9,8
11.01830499,8,9,9
11.58429139,8,9,10
7.147173135,8,10,1
7.706810876,8,10,2
8.263078402,8,10,3
8.815863158,8,10,4
9.365066679,8,10,5
9.910604983,8,10,6
10.4524089,8,10,7
10.99042435,8,10,8
11.52461254,8,10,9
12.05495014,8,10,10
7.58142937,9,1,1
8.104058011,9,1,2
8.622859398,9,1,3
9.137872314,9,1,4
9.649150843,9,1,5
10.15676415,9,1,6
10.66079623,9,1,7
11.16134554,9,1,8
11.65852463,9,1,9
12.15245972,9,1,10
7.643290148,9,2,1
8.131167885,9,2,2
8.616256884,9,2,3
9.098732457,9,2,4
9.578780576,9,2,5
10.05659714,9,2,6
10.53238722,9,2,7
11.0063642,9,2,8
11.47874899,9,2,9
11.94976913,9,2,10
7.419657889,9,3,1
7.888653352,9,3,2
8.356997475,9,3,3
8.824935133,9,3,4
9.292713154,9,3,5
9.760579343,9,3,6
10.22878151,9,3,7
10.69756647,9,3,8
11.16717911,9,3,9
11.63786139,9,3,10
7.109851379,9,4,1
7.583382359,9,4,2
8.058681864,9,4,3
8.535970798,9,4,4
9.015462565,9,4,5
9.497362219,9,4,6
9.981865664,9,4,7
10.46915887,9,4,8
10.95941715,9,4,9
11.45280447,9,4,10
6.949472769,9,5,1
7.449561417,9,5,2
7.953196614,9,5,3
8.46049092,9,5,4
8.971542796,9,5,5
9.486436227,9,5,6
10.00524038,9,5,7
10.52800934,9,5,8
11.0547819,9,5,9
11.58558137,9,5,10
7.120415562,9,6,1
7.659276674,9,6,2
8.202141378,9,6,3
8.74897089,9,6,4
9.299711125,9,6,5
9.854292914,9,6,6
10.41263227,9,6,7
10.97463074,9,6,8
11.54017576,9,6,9
12.10914112,9,6,10
7.681387476,9,7,1
8.25676286,9,7,2
8.835103318,9,7,3
9.41623354,9,7,4
9.999967551,9,7,5
10.58610945,9,7,6
11.17445418,9,7,7
11.76478834,9,7,8
12.35689103,9,7,9
12.9505347,9,7,10
8.545486092,9,8,1
9.141507117,9,8,2
9.738355818,9,8,3
10.33578732,9,8,4
10.9335548,9,8,5
11.53141044,9,8,6
12.12910645,9,8,7
12.72639599,9,8,8
13.3230342,9,8,9
13.9187791,9,8,10
9.513392626,9,9,1
10.1066415,9,9,2
10.69829819,9,9,3
11.28814178,9,9,4
11.87595888,9,9,5
12.46154442,9,9,6
13.04470252,9,9,7
13.62524718,9,9,8
14.20300311,9,9,9
14.77780634,9,9,10
10.34950493,9,10,1
10.9179595,9,10,2
11.48304386,9,10,3
12.04464545,9,10,4
12.6026658,9,10,5
13.15702094,9,10,6
13.70764169,9,10,7
14.25447397,9,10,8
14.79747899,9,10,9
15.33663343,9,10,10
10.87192949,10,1,1
11.40337496,10,1,2
11.93099318,10,1,3
12.45482293,10,1,4
12.97491829,10,1,5
13.49134844,10,1,6
14.00419735,10,1,7
14.51356349,10,1,8
15.01955941,10,1,9
15.52231133,10,1,10
11.0219586,10,2,1
11.51865317,10,2,2
12.012559,10,2,3
12.5038514,10,2,4
12.99271636,10,2,5
13.47934976,10,2,6
13.96395666,10,2,7
14.44675048,10,2,8
14.9279521,10,2,9
15.40778907,10,2,10
10.88649467,10,3,1
11.36430696,10,3,2
11.84146792,10,3,3
12.31822241,10,3,4
12.79481726,10,3,5
13.27150028,10,3,6
13.74851928,10,3,7
14.22612108,10,3,8
14.70455055,10,3,9
15.18404966,10,3,10
10.66485648,10,4,1
11.1472043,10,4,2
11.63132063,10,4,3
12.1174264,10,4,4
12.605735,10,4,5
13.09645149,10,4,6
13.58977177,10,4,7
14.08588181,10,4,8
14.58495692,10,4,9
15.08716107,10,4,10
10.5926462,10,5,1
11.10155168,10,5,2
11.61400371,10,5,3
12.13011485,10,5,4
12.64998356,10,5,5
13.17369383,10,5,6
13.70131481,10,5,7
14.23290061,10,5,8
14.76848999,10,5,9
15.3081063,10,5,10
10.85175732,10,6,1
11.39943527,10,6,2
11.95111681,10,6,3
12.50676315,10,6,4
13.06632022,10,6,5
13.62971884,10,6,6
14.19687503,10,6,7
14.76769034,10,6,8
15.34205219,10,6,9
15.91983438,10,6,10
11.50089757,10,7,1
12.08508978,10,7,2
12.67224708,10,7,3
13.26219413,10,7,4
13.85474497,10,7,5
14.44970371,10,7,6
15.04686527,10,7,7
15.64601626,10,7,8
16.24693578,10,7,9
16.84939629,10,7,10
12.45316451,10,8,1
13.05800237,10,8,2
13.6636679,10,8,3
14.26991624,10,8,4
14.87650055,10,8,5
15.48317303,10,8,6
16.08968587,10,8,7
16.69579224,10,8,8
17.30124728,10,8,9
17.90580902,10,8,10
13.50923937,10,9,1
14.11130508,10,9,2
14.7117786,10,9,3
15.31043903,10,9,4
15.90707296,10,9,5
16.50147534,10,9,6
17.09345026,10,9,7
17.68281176,10,9,8
18.26938452,10,9,9
18.85300459,10,9,10
14.43352,10,10,1
15.01079141,10,10,2
15.5846926,10,10,3
16.15511102,10,10,4
16.72194821,10,10,5
17.28512018,10,10,6
17.84455776,10,10,7
18.40020687,10,10,8
18.95202873,10,10,9
19.5,10,10,10
