depth,water_saturation,porosity,gamma_ray,permeability
9678,0.6875,0.158739001,68.13600159,7.503421252
9678.5,0.705600023,0.154008001,67.66999817,6.079711035
9679,0.711499989,0.153482005,68.07900238,5.988876109
9679.5,0.712100029,0.152957007,68.21399689,5.899262888
9680,0.717499971,0.152957007,67.70600128,5.899262888
9680.5,0.723500013,0.151380003,68.26300049,5.63629769
9681,0.711000025,0.154008001,69.68199921,6.079711035
9681.5,0.692600012,0.157161996,71.22100067,6.646938232
9682,0.696500003,0.156110004,70.41999817,6.453387091
9682.5,0.67930001,0.159263998,69.77700043,7.047092807
9683,0.701099992,0.155058995,69.85199738,6.264394968
9683.5,0.734300017,0.147699997,70.52200317,5.057857927
9684,0.734300017,0.147699997,70.8219986,4.208760152
9684.5,0.743300021,0.145597994,71.21399689,3.951516184
9685,0.712899983,0.151905,71.38999939,4.762085022
9685.5,0.726899982,0.148752004,71.60800171,4.342266449
9686,0.7148,0.150854006,71.68800354,4.618810804
9686.5,0.699000001,0.154008001,70.38800049,5.059067675
9687,0.735800028,0.146649003,69.54599762,4.078572099
9687.5,0.730000019,0.148752004,68.75700378,4.342266449
9688,0.7597,0.142969996,67.59500122,3.647183522
9688.5,0.736100018,0.148225993,67.47200012,4.275109658
9689,0.704200029,0.154008001,67.68499756,5.059067675
9689.5,0.664900005,0.163994998,68.94999695,6.312602268
9690,0.696200013,0.156636,69.50900269,5.157945488
9690.5,0.70480001,0.154008001,70.13600159,4.787890749
9691,0.796999991,0.136662006,68.03900147,2.830114908
9691.5,0.765500009,0.142969996,66.68399811,3.451686627
9692,0.704900026,0.155585006,65.5530014,5.007394881
9692.5,0.716000021,0.154008001,66.46399689,4.787890749
9693,0.724500001,0.152957007,68.07299805,4.645784321
9693.5,0.728799999,0.152430996,68.55400085,4.575897103
9694,0.729499996,0.152957007,68.63700104,4.645784321
9694.5,0.726199985,0.155058995,69.42900085,4.933332939
9695,0.780700028,0.143494993,69.89399719,3.507805268
9695.5,0.778699994,0.143494993,69.53500366,4.374407001
9696,0.757300019,0.148225993,68.88300324,5.045505849
9696.5,0.724399984,0.155058995,68.74900055,6.152110651
9697,0.707499981,0.158739001,69.8789978,6.82096024
9697.5,0.711899996,0.157161996,70.90499878,6.52779713
9698,0.714999974,0.154533997,70.1949997,6.060985751
9698.5,0.718599975,0.150854006,68.64199829,5.451143677
9699,0.704900026,0.150854006,67.52200317,5.451143677
9699.5,0.675800026,0.153482005,67.48500061,5.88153025
9700,0.692200005,0.148225993,67.42700195,5.045505849
9700.5,0.635800004,0.161366999,67.4469986,7.331996922
9701,0.686500013,0.151380003,66.36199951,4.868245947
9701.5,0.665300012,0.159263998,65.13999939,6.086793652
9702,0.67930001,0.154008001,64.01100159,5.251235859
9702.5,0.675400019,0.148225993,63.35100174,4.437499274
9703,0.638199985,0.147174999,63.23799896,4.300716934
9703.5,0.568599999,0.155058995,63.43999863,5.410753126
9704,0.533900023,0.159263998,63.31800079,6.086793652
9704.5,0.570900023,0.149277002,63.47999954,4.577621171
9705,0.573599994,0.155585006,62.96900177,5.491982365
9705.5,0.608399987,0.154533997,62.4659996,5.330609194
9706,0.654399991,0.150328994,62.62200165,4.721273701
9706.5,0.670300007,0.145597994,62.4620018,4.101614143
9707,0.61680001,0.151380003,62.73099899,5.309329552
9707.5,0.565900028,0.156110004,63.23600006,6.079018653
9708,0.595399976,0.147174999,63.9640007,4.690380029
9708.5,0.628700018,0.139290005,65.43299866,3.681171449
9709,0.591799974,0.142444,66.33799744,4.062305212
9709.5,0.604700029,0.136662006,66.05999756,3.38523276
9710,0.612500012,0.132457003,64.4260025,2.950311791
9710.5,0.69569999,0.120367996,63.51399994,1.936363047
9711,0.79460001,0.109329999,64.76399994,1.268210525
9711.5,0.683899999,0.130355001,65.08300018,1.616772081
9712,0.720000029,0.124573,63.36899948,1.324195781
9712.5,0.646000028,0.139290005,60.86500168,2.164386109
9713,0.604399979,0.147699997,59.7840004,2.801309403
9713.5,0.620100021,0.142969996,59.63600159,2.427529515
9714,0.69660002,0.131405994,60.6969986,1.674918648
9714.5,0.721099973,0.131405994,62.50299835,1.674918648
9715,0.759599984,0.128252,64.59600067,1.50511325
9715.5,0.772800028,0.132457003,66.62799835,1.734668963
9716,0.759000003,0.137713999,67.63600159,2.058687986
9716.5,0.746200025,0.143494993,66.62000275,2.466997077
9717,0.703199983,0.154533997,64.8239975,3.418162529
9717.5,0.716099978,0.151905,64.51499939,5.743063656
9718,0.684700012,0.159263998,65.85099793,7.072028904
9718.5,0.672699988,0.160841003,67.79399872,7.385371141
9719,0.70630002,0.151905,69.33999634,5.743063656
9719.5,0.726700008,0.146649003,69.79699707,4.918748633
9720,0.724600017,0.147699997,68.13400269,5.075755127
9720.5,0.707499981,0.151905,67.87999725,5.743063656
9721,0.683499992,0.157686994,66.68099976,6.769060006
9721.5,0.67049998,0.160315007,67.13999939,7.279690375
9722,0.692499995,0.155058995,67.18000031,6.286561493
9722.5,0.675899983,0.158739001,66.27100372,6.970028389
9723,0.683600009,0.156636,65.76799774,8.754765645
9723.5,0.6875,0.155585006,65.52200317,8.499230705
9724,0.657000005,0.162943006,64.13300324,10.41546683
9724.5,0.654399991,0.162417993,63.20800018,10.26861265
9725,0.61589998,0.172930002,62.46500015,13.53166028
9725.5,0.628799975,0.168724999,62.58800125,12.14258264
9726,0.641799986,0.163469002,64.90899658,10.56421825
9726.5,0.649800003,0.159263998,65.03700256,9.419743194
9727,0.662699997,0.155585006,63.96500015,8.499230705
9727.5,0.655700028,0.156110004,62.58100128,8.626145674
9728,0.6523,0.156110004,60.95500183,8.626145674
9728.5,0.618700028,0.164519996,62.1570015,10.86635254
9729,0.628000021,0.161891997,64.95300293,9.394828141
9729.5,0.617900014,0.167147994,66.58999634,10.8129031
9730,0.600600004,0.172930002,67.26999664,12.55817975
9730.5,0.587199986,0.176083997,66.38999939,13.59767554
9731,0.610599995,0.168200001,64.85800171,11.11556501
9731.5,0.635100007,0.161366999,64.18800354,9.261513156
9732,0.602400005,0.170302004,63.82899857,11.73989198
9732.5,0.629599989,0.161366999,64.89499664,9.261513156
9733,0.60860002,0.165046006,65.85399628,10.22725906
9733.5,0.582599998,0.172930002,65.60900116,12.55817975
9734,0.557399988,0.182916999,63.61299896,16.07737216
9734.5,0.56190002,0.182916999,60.11199951,15.98549964
9735,0.594500005,0.173455998,58.08000183,12.65439361
9735.5,0.600700021,0.171352997,56.16699982,11.99311019
9736,0.561200023,0.178186998,55.91799927,14.24501021
9736.5,0.540499985,0.175558001,56.89500046,13.34317171
9737,0.548900008,0.168200001,59.65999985,11.05204623
9737.5,0.608500004,0.152430996,62.85100174,7.166890795
9738,0.603999972,0.155585006,64.18599701,7.842713984
9738.5,0.592899978,0.161366999,63.29199982,9.208589172
9739,0.548900008,0.180289,62.64199829,14.99936705
9739.5,0.541999996,0.184494004,62.28099823,16.60084685
9740,0.532400012,0.187122002,63.54000092,17.66679152
9740.5,0.527400017,0.188172996,64.28500366,10.46184241
9741,0.53460002,0.185544998,63.46799851,9.834057742
9741.5,0.539099991,0.182916999,62.42499924,9.235787926
9742,0.567200005,0.172930002,60.69200134,7.214156875
9742.5,0.529600024,0.18502,59.20500183,9.712213684
9743,0.550000012,0.177661002,58.20600128,8.123839302
9743.5,0.559300005,0.174507007,58.36999893,7.508145548
9744,0.582700014,0.167147994,59.57799912,6.211567343
9744.5,0.557799995,0.174507007,61.17499924,7.508145548
9745,0.576099992,0.168200001,61.8030014,6.385434141
9745.5,0.564999998,0.169777006,61.33300018,6.653085199
9746,0.542999983,0.176083997,60.91699982,7.811304378
9746.5,0.549300015,0.175033003,60.2159996,6.368460874
9747,0.549099982,0.174507007,60.29199982,6.284682744
9747.5,0.521399975,0.184494004,60.67100143,8.028393599
9748,0.565500021,0.168724999,61.5320015,5.418714118
9748.5,0.550499976,0.172930002,62.875,6.038599935
9749,0.564899981,0.167147994,64.10199738,5.199383768
9749.5,0.536000013,0.176609993,64.44000244,6.624817731
9750,0.508400023,0.185544998,65.24099731,8.231584297
9750.5,0.506299973,0.186597005,64.54000092,8.438927737
9751,0.516200006,0.183967993,62.94599915,7.928165693
9751.5,0.514400005,0.18502,61.49200058,8.129594898
9752,0.542200029,0.175558001,60.48099899,6.452937934
9752.5,0.533500016,0.178186998,60.49700165,9.417604371
9753,0.522700012,0.179763004,61.94100189,9.789655113
9753.5,0.499199987,0.184494004,61.91199875,10.9750857
9754,0.497900009,0.183967993,62.38000107,10.83807076
9754.5,0.513400018,0.177135006,61.18000031,9.175406944
9755,0.493099988,0.186070994,59.70500183,11.39389393
9755.5,0.467400014,0.196058005,59.64199829,14.34095734
9756,0.487199992,0.189225003,59.52299881,12.26850059
9756.5,0.488400012,0.189225003,59.52799988,12.26850059
9757,0.485300005,0.188699007,58.05400085,12.11915388
9757.5,0.455900013,0.196058005,55.57400131,14.34095734
9758,0.430599988,0.203942001,55.67200089,18.50721444
9758.5,0.440100014,0.198159993,57.51399994,16.30729711
9759,0.445800006,0.197108999,59.29000092,15.93015759
9759.5,0.432200015,0.204467997,60.13399887,18.7181615
9760,0.440200001,0.201314002,58.97399902,17.48063513
9760.5,0.440899998,0.200788006,57.50999832,17.28056186
9761,0.419999987,0.209197998,56.29899979,20.69973516
9761.5,0.422100008,0.206045002,55.73500061,19.36176083
9762,0.435699999,0.198159993,56.4640007,16.30729711
9762.5,0.415800005,0.207095996,57.03300095,19.80009017
9763,0.425700009,0.199736998,57.26800156,16.88609227
9763.5,0.426999986,0.198159993,55.35300064,16.30729711
9764,0.431400001,0.195531994,53.84899902,14.14895199
9764.5,0.442400008,0.189225003,52.92599869,12.24817311
9765,0.451499999,0.184494004,52.72800064,10.95690126
9765.5,0.43779999,0.189225003,53.17599869,12.24817311
9766,0.415300012,0.197108999,54.24399948,14.65798301
9766.5,0.421200007,0.192377999,54.9620018,13.1719357
9767,0.435699999,0.18502,56.62799835,11.09501766
9767.5,0.435600013,0.183442995,56.95999908,10.68490846
9768,0.441500008,0.181339994,56.84799957,10.15634984
9768.5,0.430799991,0.187122002,56.11500168,11.66044672
9769,0.44569999,0.180289,55.06399918,9.899891571
9769.5,0.443199992,0.180289,55.1780014,9.899891571
9770,0.432500005,0.182392001,55.68500137,10.03588398
9770.5,0.442200005,0.176609993,56.11000061,8.709583076
9771,0.425599992,0.183967993,56.03699875,10.42308189
9771.5,0.428799987,0.182916999,54.97900009,10.16361159
9772,0.451900005,0.173981994,54.2120018,8.153594424
9772.5,0.435000002,0.181339994,53.83599854,9.7836744
9773,0.433999986,0.181339994,53.88000107,9.7836744
9773.5,0.433600009,0.180814996,54.94300079,9.659657544
9774,0.442099989,0.177661002,56.56900024,8.939957043
9774.5,0.42899999,0.183967993,57.3390007,10.42308189
9775,0.4375,0.179238007,56.69800186,9.294427091
9775.5,0.452399999,0.172930002,56.50899887,7.938888273
9776,0.435200006,0.181339994,56.10300064,10.40372212
9776.5,0.437299997,0.180289,56.88299942,10.14101745
9777,0.418799996,0.188172996,57.72299957,12.24246959
9777.5,0.4199,0.187647998,56.72000122,12.09289366
9778,0.430599988,0.182916999,55.60300064,10.8077381
9778.5,0.437099993,0.180289,54.90200043,10.14101745
9779,0.427100003,0.183967993,54.64199829,11.08365255
9779.5,0.405200005,0.192903996,55.18000031,13.65583614
9780,0.399100006,0.194481,56.57500076,14.15391249
9780.5,0.424299985,0.181866005,57.69300079,10.53716147
9781,0.398400009,0.193430007,57.62599945,13.82043905
9781.5,0.389699996,0.198686004,56.26200104,15.55080673
9782,0.386200011,0.201839998,55.95700073,16.66666653
9782.5,0.370799989,0.212878004,55.63899994,23.6554123
9783,0.381099999,0.208673,56.48899841,21.66738978
9783.5,0.381900013,0.208147004,57.41400147,21.42810545
9784,0.378500015,0.210775003,57.29999924,22.6443108
9784.5,0.381300002,0.207622007,57.38399887,21.19131655
9785,0.377999991,0.208673,57.47100067,21.66738978
9785.5,0.393299997,0.199736998,56.91500092,17.87197408
9786,0.3935,0.199736998,57.25600052,17.87197408
9786.5,0.388900012,0.203417003,57.86399841,19.36684867
9787,0.385899991,0.204467997,57.41799927,19.8110073
9787.5,0.387300015,0.203417003,56.66999817,19.36684867
9788,0.385199994,0.204992995,56.49399948,20.03580236
9788.5,0.374500006,0.210250005,56.73400116,22.64284335
9789,0.367900014,0.212878004,57.66899872,23.91486684
9789.5,0.37349999,0.209197998,58.57099915,22.14856543
9790,0.377400011,0.207622007,58.68199921,21.42374473
9790.5,0.377600014,0.208673,59.08100128,21.90503952
9791,0.377099991,0.208673,59.22299957,21.90503952
9791.5,0.364800006,0.214454994,59.48199844,24.70424661
9792,0.3741,0.207095996,59.56100082,21.18595185
9792.5,0.3829,0.199212,58.76300049,17.8599679
9793,0.372399986,0.203417003,56.63700104,19.57926588
9793.5,0.380699992,0.197634995,55.50299835,17.24620019
9794,0.358900011,0.208147004,54.93999863,21.6631307
9794.5,0.3741,0.199212,55.42300034,17.8599679
9795,0.368000001,0.205519006,55.34500122,19.98075658
9795.5,0.370000005,0.206045002,55.62599945,20.20674407
9796,0.36680001,0.207095996,56.0340004,20.66420292
9796.5,0.375800014,0.200262994,57.25999832,17.82814961
9797,0.3662,0.202891007,57.59500122,18.88076049
9797.5,0.374500006,0.197108999,56.49700165,16.62537929
9798,0.361999989,0.202891007,55.3769989,18.88076049
9798.5,0.386900008,0.187122002,54.68099976,13.22551334
9799,0.38350001,0.189750001,54.63600159,14.74806099
9799.5,0.372799993,0.194481,54.92300034,16.43594408
9800,0.369599998,0.193955004,54.76599884,16.24124871
9800.5,0.365099996,0.195006996,54.51300049,16.63243803
9801,0.361799985,0.194481,54.88299942,17.35313127
9801.5,0.35679999,0.195006996,55.64099884,17.56059031
9802,0.360100001,0.190275997,56.28499985,15.76187533
9802.5,0.346100003,0.196058005,55.94400024,17.98085795
9803,0.332700014,0.203942001,54.95100021,21.38688996
9803.5,0.333999991,0.203417003,54.70399857,21.14570499
9804,0.345600009,0.196583003,55.08000183,18.19367808
9804.5,0.343499988,0.196583003,56.16600037,18.19367808
9805,0.318100005,0.209723994,58.09299851,24.18633088
9805.5,0.312099993,0.210250005,58.81900024,24.45438397
9806,0.314700007,0.20657,59.76699829,22.62633193
9806.5,0.300999999,0.211826995,59.22700119,25.55316534
9807,0.298599988,0.211826995,57.70000076,25.55316534
9807.5,0.298000008,0.212878004,57.00400162,26.11574582
9808,0.315699995,0.202364996,56.87799835,20.89886454
9808.5,0.324800015,0.197634995,56.72200012,18.83336351
9809,0.301699996,0.208673,57.23600006,23.92095461
9809.5,0.305400014,0.197634995,56.93600082,18.83336351
9810,0.314900011,0.188172996,55.76800156,15.17676048
9810.5,0.307300001,0.191327006,54.39899826,16.32836012
9811,0.315600008,0.186597005,53.34000015,14.62539146
9811.5,0.319499999,0.183442995,52.90200043,13.56850328
9812,0.33860001,0.175033003,52.83399963,9.522426057
9812.5,0.33039999,0.182916999,52.74300003,11.55946544
9813,0.324900001,0.184494004,51.4449997,12.00443651
9813.5,0.337500006,0.176083997,51.04399872,9.776589041
9814,0.335799992,0.177661002,51.13499832,10.16775617
9814.5,0.335500002,0.179763004,52.63299942,10.70782466
9815,0.340200007,0.177661002,53.85900116,10.16775617
9815.5,0.337799996,0.178711996,53.6949997,10.43508889
9816,0.363799989,0.165046006,51.83300018,7.353294232
9816.5,0.350800008,0.171878994,49.9070015,8.790228872
9817,0.328099996,0.183442995,49.85300064,11.85668273
9817.5,0.334500015,0.177661002,50.33300018,10.29825129
9818,0.328399986,0.180289,50.65999985,10.98557595
9818.5,0.31310001,0.188699007,49.44300079,13.4259344
9819,0.317699999,0.184494004,48.4659996,12.15850397
9819.5,0.323599994,0.179238007,48.85400009,10.70657785
9820,0.316900015,0.180814996,50.33599854,11.12729966
9820.5,0.340200007,0.167147994,52.54600143,7.874144113
9821,0.328999996,0.171878994,53.52799988,8.903044518
9821.5,0.31310001,0.179238007,53.93899918,10.70657785
9822,0.319000006,0.173455998,52.13000107,9.268111224
9822.5,0.312400013,0.175558001,50.95399857,31.35499147
9823,0.2958,0.183442995,50.42200089,38.0417873
9823.5,0.285400003,0.187647998,51.93899918,42.03095414
9824,0.280600011,0.189750001,53.6780014,44.14238467
9824.5,0.262699992,0.199212,54.67900085,54.68196455
9825,0.263900012,0.197634995,54.64099884,52.80278849
9825.5,0.275200009,0.192377999,54.24200058,46.89642188
9826,0.265399993,0.200262994,54.22299957,55.96274736
9826.5,0.244399995,0.216031998,54.46500015,91.40296649
9827,0.221300006,0.228120998,54.69900131,116.1469682
9827.5,0.226799995,0.221287996,54.76900101,101.6003696
9828,0.218199998,0.223915994,55.17100143,107.0176074
9828.5,0.207900003,0.226543993,54.90999985,112.6553832
9829,0.196500003,0.234428003,55.1570015,130.9551179
9829.5,0.189199999,0.237057,55.9620018,137.5412538
9830,0.183400005,0.244415,56.42599869,182.3362149
9830.5,0.170000002,0.263862997,56.75699997,255.3734431
9831,0.169200003,0.262811989,56.16400147,250.9280017
9831.5,0.170599997,0.257555991,53.84799957,229.5861372
9832,0.167300001,0.261234999,52.25899887,244.3702634
9832.5,0.168400005,0.263338,51.95199966,253.1453248
9833,0.171700001,0.259133011,52.07799912,235.8361802
9833.5,0.173700005,0.255452991,51.99399948,221.4515534
9834,0.167899996,0.262811989,50.85699844,247.1632135
9834.5,0.169400007,0.25703001,49.97700119,224.116557
9835,0.165299997,0.255452991,50.10900116,218.1290139
9835.5,0.158199996,0.262286007,50.98300171,244.9940923
9836,0.166400001,0.247042999,50.55099869,188.2540361
9836.5,0.166400001,0.245992005,49.75699997,184.7555273
9837,0.163200006,0.253876001,49.91400147,212.2659462
9837.5,0.1611,0.253876001,50.15999985,212.2659462
9838,0.160999999,0.249670997,50.9980011,181.1726363
9838.5,0.166700006,0.234954,50.2159996,138.6747805
9839,0.164199993,0.230223,49.11600113,126.8023493
9839.5,0.154799998,0.237057,49.29899979,144.2199146
9840,0.154699996,0.232326001,49.97600174,131.9785568
9840.5,0.1558,0.235479996,49.67499924,140.0459858
9841,0.163499996,0.224967003,48.92599869,114.5501863
9841.5,0.162100002,0.224967003,46.90299988,114.5501863
9842,0.161899999,0.224442005,45.8219986,105.982623
9842.5,0.165600002,0.220237002,45.44900131,97.52000323
9843,0.160400003,0.224967003,44.52399826,107.0777574
9843.5,0.170599997,0.208147004,43.71300125,76.06855597
9844,0.179700002,0.197634995,43.9659996,60.55881592
9844.5,0.160500005,0.222865,43.71099854,102.7449956
9845,0.159999996,0.223915994,43.90200043,104.8940754
9845.5,0.170200005,0.210250005,42.80099869,79.50874785
9846,0.167600006,0.211300999,40.87599945,82.29918359
9846.5,0.167999998,0.211826995,39.61800003,83.20443004
9847,0.158700004,0.224967003,39.47600174,108.4305161
9847.5,0.158199996,0.222865,41.41999817,104.0430167
9848,0.159400001,0.218659997,43.59299851,95.67837552
9848.5,0.154100001,0.223915994,45.48199844,106.2192467
9849,0.152099997,0.226017997,45.94300079,110.6771583
9849.5,0.155900002,0.219184995,46.40999985,96.69328412
9850,0.158199996,0.215506002,47.77399826,84.35857559
9850.5,0.162799999,0.209723994,48.4980011,74.84447304
9851,0.163000003,0.211300999,47.88299942,77.35258416
9851.5,0.168099999,0.204992995,46.55799866,67.69548359
9852,0.173700005,0.197634995,45.31299973,57.63800416
9852.5,0.178399995,0.190275997,45.34899902,48.77503986
9853,0.175999999,0.190801993,46.0719986,49.37109926
9853.5,0.177399993,0.188699007,46.08000183,44.99090384
9854,0.172000006,0.193430007,45.77999878,50.16991174
9854.5,0.163900003,0.201839998,45.3769989,60.50207129
9855,0.172199994,0.191853002,45.27199936,48.39497234
9855.5,0.176799998,0.186070994,45.41500092,42.29846332
9856,0.175899997,0.187122002,46.39500046,43.35985069
9856.5,0.181099996,0.180289,46.66199875,36.81315403
9857,0.165900007,0.196583003,45.96900177,53.86921625
9857.5,0.163800001,0.198159993,45.36800003,61.71395834
9858,0.1602,0.201314002,44.81000137,66.15438357
9858.5,0.147100002,0.218659997,44.71300125,95.16958774
9859,0.136700004,0.233903006,44.84400177,128.0178806
9859.5,0.144299999,0.220237002,43.88899994,98.22688233
9860,0.145899996,0.217083007,42.93700028,92.18637739
9860.5,0.147400007,0.214980006,44.11399841,88.32112941
9861,0.148599997,0.211300999,46.91500092,81.86154218
9861.5,0.150199994,0.204467997,49.59400177,69.92858509
9862,0.143999994,0.209197998,50.32400131,76.81718143
9862.5,0.140799999,0.208147004,48.74599838,75.13356325
9863,0.128099993,0.224967003,46.87599945,105.7616167
9863.5,0.132799998,0.212878004,45.94100189,82.94318974
9864,0.133300006,0.210250005,45.13399887,78.5314702
9864.5,0.131999999,0.214980006,44.5359993,86.60775376
9865,0.138799995,0.203942001,43.72900009,68.68068784
9865.5,0.152799994,0.175033003,43.46500015,35.05363143
9866,0.166199997,0.153482005,43.2140007,16.46928488
9866.5,0.159999996,0.157161996,43.13600159,18.27894205
9867,0.145500004,0.168200001,43.36199951,24.64088353
9867.5,0.139300004,0.174507007,44.11899948,28.97333774
9868,0.117399998,0.195531994,44.88199997,47.79476714
9868.5,0.147,0.158739001,44.45399857,19.09984857
9869,0.144500002,0.152957007,43.88999939,16.22285039
9869.5,0.155900002,0.132457003,42.68700028,8.612942899
9870,0.127200007,0.149277002,42.52099991,15.50015468
9870.5,0.094800003,0.180814996,43.57600021,36.02457161
9871,0.095899999,0.179238007,44.74300003,34.66248702
9871.5,0.100100003,0.179763004,44.81000137,35.11144111
9872,0.094499998,0.187647998,44.07300186,42.41120159
9872.5,0.095100001,0.182916999,42.90800095,37.90400965
9873,0.101899996,0.183442995,42.07899857,38.38594529
9873.5,0.098499999,0.183967993,42.00699997,38.8716741
9874,0.1043,0.159263998,41.23400116,20.61032129
9874.5,0.105300002,0.144547001,40.2140007,10.60516828
9875,0.098399997,0.145071998,39.52999878,10.77569782
9875.5,0.110299997,0.142969996,38.58100128,10.10543872
9876,0.130099997,0.130879998,38.60499954,6.850464625
9876.5,0.131500006,0.128777996,38.04399872,6.379415731
9877,0.129299998,0.128252,37.69800186,6.265559131
9877.5,0.124399997,0.131405994,37.21099854,6.972433358
9878,0.1215,0.127727002,36.76200104,6.153490791
9878.5,0.112899996,0.131405994,36.1969986,6.972433358
9879,0.118600003,0.135610998,35.89799881,20.58543838
9879.5,0.1118,0.144021004,35.36199951,26.82478112
9880,0.127299994,0.129304007,34.94900131,16.69380107
9880.5,0.119499996,0.138238996,34.9640007,22.39943315
9881,0.1153,0.147174999,35.18600082,29.50749179
9881.5,0.115199998,0.134560004,36.46699905,19.89266056
9882,0.107600004,0.138765007,37.77399826,22.77688599
